"Year","State","Variable","Sex","Occupation","Estimate"
"2015","Oregon","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3219
"2015","Oregon","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",1219
"2015","Oregon","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",659
"2015","Pennsylvania","B24020_170","Female","Computer, engineering, and science occupations:",64579
"2015","Pennsylvania","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",35339
"2015","Pennsylvania","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",32241
"2015","Pennsylvania","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",8605
"2015","Pennsylvania","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",12471
"2015","Pennsylvania","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",3149
"2015","Pennsylvania","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",8016
"2015","Pennsylvania","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",3098
"2015","Pennsylvania","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",10994
"2015","Pennsylvania","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1534
"2015","Pennsylvania","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",6663
"2015","Pennsylvania","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2797
"2015","Pennsylvania","B24020_182","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",18246
"2015","Pennsylvania","B24020_183","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",10016
"2015","Pennsylvania","B24020_184","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",3863
"2015","Pennsylvania","B24020_185","Female","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",4367
"2015","Rhode Island","B24020_170","Female","Computer, engineering, and science occupations:",5382
"2015","Rhode Island","B24020_171","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",2362
"2015","Rhode Island","B24020_172","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",1539
"2015","Rhode Island","B24020_173","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",231
"2015","Rhode Island","B24020_174","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",622
"2015","Rhode Island","B24020_175","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",239
"2015","Rhode Island","B24020_176","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",447
"2015","Rhode Island","B24020_177","Female","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",823
"2015","Rhode Island","B24020_178","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",1298
"2015","Rhode Island","B24020_179","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",217
"2015","Rhode Island","B24020_180","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",999
"2015","Rhode Island","B24020_181","Female","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",82
